Id,Name
1,phishing
2,attacks
3,duped
4,messenger
5,facebook
6,millions
7,campaign
8,app
9,america
10,sms
11,bank
12,mobile
13,scams
14,lead
15,summer
16,trips
17,north
18,vacation
19,targets
20,instagram
21,credentials
22,help
23,center
24,pad
25,launching
26,pilfers
27,already
28,scam
29,cup
30,curiosity
31,comes
32,kills
33,omicron
34,spotted
35,users
36,world
37,top
38,uk
39,security
